LATITUDE,LONGITUDE,Clusters
40.744884126000045,-73.99108529799997,1
18.32868110800007,-65.64729212799995,50
40.428206,-86.914435,80
33.58193481200004,-111.83123660599996,51
33.50223,-86.80917,7
42.718621778000056,-73.75102720399997,81
40.060364,-76.247113,1
40.345998845000054,-79.93995763399994,24
38.92459650500007,-90.17411826599994,5
40.86151895000006,-81.78997940399995,24
39.947223112000074,-79.65775861399999,24
46.95331595700003,-123.803335168,-1
47.31318152800003,-122.178222114,8
45.201333186000056,-123.20046397199997,0
29.888076683000065,-97.93915455399996,82
32.419853567000075,-81.77993606099994,-1
37.26528194700006,-79.94073005999996,22
38.379002,-81.76802,83
26.211216964000073,-98.20103773299996,53
34.66907112900003,-92.33481422799996,84
33.93210406600008,-84.51415613799998,6
40.80828575000004,-73.96188510799993,1
32.7752498,-117.07122785699994,3
37.876939064000055,-122.26177833999998,26
39.745970140000054,-104.90618700799996,21
42.51492254200008,-92.45970325599995,85
47.80200684600004,-96.60983726299996,-1
32.72657292300005,-96.90379760599996,12
40.69823294100007,-89.61684717599996,34
35.409333,-78.739508,42
18.14925933400008,-65.82527652099998,50
18.03625749200006,-66.84926388299994,50
28.448609786000077,-81.39972886099997,59
30.31188048200005,-81.71732060999994,86
18.220528,-66.050389,50
41.561978166000074,-85.82490231499997,27
39.00955315500005,-84.62899816899994,10
37.74039579000003,-84.30135598199996,87
37.08530316800005,-94.50938901299996,88
46.42109179700003,-117.02586213099994,89
40.73115867800004,-74.06273746699998,1
40.88739178100008,-74.15254513599996,1
21.31031297100003,-157.85977543799996,90
40.28006628400004,-74.0064465,1
40.63718940500007,-73.99223496199994,1
46.71470618200004,-122.95528535299997,-1
40.09844959100008,-74.24678699699996,1
38.57215101300005,-121.32748243999998,26
35.206685,-89.795642,91
40.611565,-73.963924,1
18.39618243500007,-66.00125307299999,50
40.79639446400006,-77.86293434799995,13
33.75411154600005,-84.38865549399998,6
40.55100794100008,-76.99036873299997,1
40.51034,-74.269901,1
30.196152736000045,-81.75096238399999,86
37.059806870000045,-100.91769495299997,-1
38.21978295900004,-98.20996615899998,-1
25.75711093600006,-80.37759051699999,4
42.49109282200004,-94.20344243899996,-1
39.48705,-77.959701,1
39.906649,-86.218117,92
36.832434,-119.701947,93
46.818896,-92.085177,94
36.78673330700008,-98.67571059899996,-1
33.026211,-96.79751,12
45.498772098000074,-122.68609630099996,0
45.434723,-122.575103,0
29.99049222600007,-95.41212007699994,62
40.15428243800005,-75.22215331299998,1
40.150038875000064,-76.59148620899998,1
35.000312,-80.211087,95
35.06831313500004,-78.92451488199998,42
35.479280370000026,-97.49628902399996,18
41.31230825600005,-72.92251113799995,1
34.06657658000006,-117.59004311999996,43
28.27119590800004,-82.69177945799998,64
36.25299699600003,-86.68339617299995,96
40.197566,-75.238052,1
36.29440105400005,-95.30933357899994,97
33.011434,-81.298817,-1
41.52443984200005,-81.33155591599996,24
35.50920758700005,-97.88196703799996,18
41.55614629000007,-83.59872205699997,56
42.10225688200006,-72.55663857799993,1
39.715286,-83.884871,10
34.56663014700007,-83.54321587999993,6
38.70907036700004,-79.40542345899996,-1
40.75639916600005,-73.97258750399999,1
39.960747139000034,-82.03067270399998,98
34.01034798400008,-81.02004515499993,99
38.939466,-94.575163,100
30.285873750000064,-89.78048542999994,-1
34.66819419900003,-99.34116108399996,-1
37.29211132300003,-121.98938987799994,26
38.23484677700003,-122.123432375,26
37.67845495100005,-97.36704005899998,67
34.091751431000034,-118.04361795299997,43
29.78349003300008,-95.57970972399994,62
41.72709592100006,-111.83386046599998,101
42.52535727700007,-83.10755205099997,56
38.757221,-93.739192,-1
39.729325,-86.254716,92
34.512730703000045,-93.11711089199996,102
43.09448140500007,-75.27633297599994,77
41.685997076000035,-73.89758064899996,1
38.927397651000035,-77.00426055799994,1
31.554340410000066,-84.17428387899997,-1
38.96322645600003,-94.60499727699994,100
25.973847,-80.350723,4
33.03920791200005,-85.04360442099994,-1
40.45161897500003,-79.75331900799995,24
46.27596376500003,-96.607896424,-1
18.468611414000065,-66.72097944699993,50
40.59927924100003,-73.98988380699996,1
42.67405260700008,-73.78458715099998,81
40.760598007000056,-73.96964363599994,1
27.947225273000072,-82.46558244399995,64
35.38053628100005,-94.41608483999994,103
42.85156669200006,-78.78642034099994,32
26.12199963200004,-80.20365287699997,4
42.52490040400005,-83.16461679199995,56
40.63472884300006,-73.99526749399996,1
37.68437425000008,-97.387373917,67
40.63545424300003,-100.51040924999997,-1
40.09822743800004,-74.86889659599996,1
30.44386586800005,-84.33899975699995,104
46.57908738100008,-90.87476013299994,-1
40.59711373700003,-122.38724486799998,105
35.83472718400003,-78.58592875799997,42
42.351800371000024,-71.07693774599994,1
42.10503330500006,-72.55568789299997,1
38.63430892000008,-90.237735876,5
42.653971614000056,-73.77738808099997,81
42.10109228600004,-75.96242084399995,106
42.72828638000004,-73.69289595299995,81
18.380133,-65.960063,50
29.79960152800004,-95.45429789799994,62
42.25328866700005,-77.7875397,-1
37.626732772000025,-77.55221682299998,39
37.09564558000005,-113.55789992299998,76
37.248365,-121.776835,26
29.690440409000075,-95.21377168399994,62
38.914019,-104.820989,107
45.47680883000004,-122.53847140099998,0
39.435376,-78.001853,1
40.08640909300004,-75.10374870999993,1
18.403027,-66.045875,50
38.30921943300007,-104.57984590999996,-1
40.50972360800006,-88.99233950399997,34
41.084261,-73.811241,1
41.545090438000045,-72.98032956199995,1
41.58426323100008,-83.57159356899996,56
40.13196349700007,-88.29035932799997,108
41.83380065200003,-87.62834593399998,11
38.34094650900005,-122.675907124,26
18.40724785200007,-66.05022066099997,50
42.598032783000065,-71.22039628699997,1
37.806933,-92.142827,75
39.42796477400003,-78.98745599399996,109
18.407083,-66.165278,50
25.68739,-80.313201,4
32.72171089200003,-117.16259182099998,3
41.160732213000074,-73.25777964699995,1
40.255640491000065,-85.67418496699997,110
39.75750040400004,-94.78564300699998,111
36.074191056000075,-80.23652824799996,42
41.689748999000074,-72.99003355099995,1
43.96962461000004,-75.97137370899998,-1
40.81979370700003,-73.95055031499999,1
35.77719708500007,-95.33549402399996,112
41.33185222800006,-72.94880616699999,1
38.21913777000003,-85.7049,61
42.788051618000054,-86.1053755,25
45.79652193000004,-108.55407526199996,31
33.896579949000056,-84.14111599899996,6
40.852847,-73.846327,1
18.0083,-66.589688,50
26.122590527000057,-80.17449802199997,4
48.41638946100005,-101.319215209,-1
18.396112783000035,-67.10991494199993,50
33.74589557100006,-116.99989235899994,43
39.31107136300005,-76.65860460699997,1
30.008816129000024,-90.21962993799995,71
42.55723107900008,-83.15050200899998,56
38.89909640400003,-77.04627686899994,1
35.909446,-79.030578,42
37.674617,-113.070146,113
41.310998,-81.141552,24
41.91608186000008,-87.84105580199997,11
32.78921,-80.033391,15
35.183651517000044,-101.88125976499998,47
39.940821,-86.156579,92
25.50406,-80.437371,4
41.386445,-82.105702,24
38.25988889000007,-90.55895443299994,-1
39.290100144000064,-84.41479229399994,10
39.443297881000035,-82.22174938599994,114
39.433502,-82.210546,114
38.028761,-84.502517,87
39.188616,-96.581077,115
41.21419951200005,-80.75154364399998,24
41.82502645900007,-71.42446838199999,1
35.365519240000026,-86.29940569299998,116
35.048247256000025,-85.29981227799999,117
38.45415956700003,-122.720688635,26
41.337978,-86.445448,-1
40.73782809100004,-84.02619462099995,118
43.17495419200003,-91.86564734899996,-1
40.57701727300008,-83.08915621999995,119
40.621422524000025,-111.89149746399994,46
38.34317076600007,-85.81890043799996,61
36.85511589300006,-82.75848215199994,120
42.79017044200003,-78.76889106999994,32
42.219676082000035,-79.83573223199994,24
39.371637589000045,-76.60590823199993,1
37.23645296500007,-77.41988611799997,39
40.559208494000075,-75.40250689799996,1
38.82254,-81.561142,-1
42.498205,-83.357682,56
38.35392977700008,-81.69835379499995,83
34.197566076000044,-118.60179437,43
30.675408420000053,-96.37346317699996,121
34.255561390000025,-89.01740801499994,-1
39.952395,-120.970877,-1
43.561759745000074,-116.56665202699998,9
28.807440256000064,-96.990828514,122
33.451697,-88.790826,-1
35.61298,-97.557114,18
37.866379,-84.579948,87
37.23489703400003,-83.17564382899997,120
42.35083265700007,-71.06649993899998,1
42.84971259400004,-85.52965465599993,25
45.57852666100007,-94.17548057999994,33
38.938237,-94.529819,100
44.04657216600003,-91.64447028799998,123
42.92895023800003,-78.85656880399995,32
36.14617302500005,-80.25620773999998,42
18.001650005000045,-66.61713803199996,50
18.182702,-66.303314,50
40.863936,-73.881955,1
33.93750242200008,-84.38126812899998,6
39.377288340000064,-74.4931124,124
36.20387521500004,-115.25558487099994,125
34.789921,-92.222183,84
32.77942,-117.11851,3
40.29364723000003,-76.82879787799999,1
40.74827763800005,-73.99150999699998,1
18.415374797000027,-66.05540296899994,50
37.12336274900008,-82.83890882199995,120
41.11577568400003,-74.06594373099995,1
40.735531,-74.062845,1
40.726763,-74.033131,1
40.94182894800008,-90.37031613299996,126
44.89640108700007,-68.66998350699998,127
47.49848666400004,-111.30371890199996,128
38.470039,-78.878021,129
26.302879,-80.134468,4
44.022338750000074,-92.46347095999994,130
40.74285935100005,-74.24875250999997,1
35.586562610000044,-106.01001532899994,41
42.91203605500005,-83.62452575199995,56
42.15070354000005,-76.83795471099995,131
34.713114802000064,-92.40692030599996,84
37.79620521800007,-122.26243369399998,26
38.00690220900003,-78.48371012099994,-1
35.021354839000026,-114.60095502399996,-1
43.13975237200003,-87.90904470899994,11
43.77741128500003,-88.42063757499994,132
33.95601779900005,-118.377744109,43
45.08164694700008,-83.44506923599994,-1
36.10698063900003,-97.10841380899996,133
31.285049264000065,-94.73196489499998,-1
38.55990058800006,-121.42241598799995,26
39.84537699700007,-84.32895078999996,10
44.01003741900007,-123.03358209199996,134
47.25174345200003,-122.44682987999994,8
39.74233856400008,-84.19581582799998,10
35.943953,-97.260263,133
36.156603,-86.79480030799994,96
41.657727624000074,-87.67985104499996,11
36.67163545500006,-121.652790515,26
37.78908833600008,-122.16733517899996,26
38.70252391300005,-108.03107202599996,-1
39.008914,-104.885408,107
38.06906091000008,-122.23155092999995,26
39.705863,-104.932987,21
32.48349576800007,-93.70550398099994,135
29.93614103500005,-90.12041721699995,71
39.298507,-76.509273,1
40.403178,-104.701721,136
32.716871318000074,-117.25021126499996,3
40.52067901700008,-80.21158512499994,24
32.720724690000054,-97.14083386599998,12
42.73465562800004,-84.48051350499998,137
31.08487100600007,-97.37923430399997,138
31.350971,-89.338576,57
35.199829,-106.65355,139
38.01422313300003,-84.52256865099997,87
35.239148173000046,-91.73513502199997,84
36.96434755100006,-121.99824495299998,26
34.07556118600007,-118.039028127,43
30.48077925700005,-87.20062209699995,140
43.08365145500005,-96.165425122,141
36.582762,-87.312893,142
46.374799874000075,-120.39497155699996,143
40.730474644000026,-73.59073544699999,1
42.536297750000074,-82.91033024499995,56
41.489394031000074,-90.48361443199995,144
30.412820246000024,-84.29090601099995,104
40.44223084600003,-74.22429210699994,1
34.031462660000045,-118.41045733899996,43
35.134385,-90.043086,91
32.822045,-117.136429,3
28.573275,-81.19642340499996,59
40.00270113500005,-83.15110758199995,119
25.890206895000063,-80.18369671899995,4
18.41137436500003,-66.05427209599998,50
37.80868303600005,-92.225830934,75
30.79289069300006,-81.56847795199997,145
39.34604380500008,-76.62341727899997,1
29.46188,-98.523021,82
28.56033916100006,-81.30904269699994,59
26.64951,-80.143681,4
38.891720744000054,-79.85316734199995,24
43.47058042200007,-83.97309566599995,146
40.37385861400003,-82.47466669899995,119
36.952865,-86.427876,147
44.17432556400007,-94.04741002099996,148
29.545802,-98.323246,82
42.89139539300004,-75.64320799899997,77
40.95370377800003,-76.88519234499995,1
41.737205,-74.088727,1
36.10678781000007,-95.90825039499998,97
33.936041044000035,-84.35524743599996,6
40.08626824500004,-75.12983183999995,1
40.34447429100004,-79.82726220399996,24
35.95636646600008,-86.82501172799994,96
33.928592,-84.479169,6
34.641914,-82.792015,16
37.657070377000025,-122.05807270599996,26
33.293897198000025,-111.79592241399996,51
34.282617,-83.146825,-1
43.5762,-89.780047,-1
41.10589397500007,-80.64688780099993,24
36.20464296100005,-83.29950310699996,73
33.192333758000075,-97.11321316699996,12
40.77092501100003,-82.59307233799996,24
42.86755566600005,-77.24180057299998,77
43.39532709500003,-124.25224037699996,-1
41.701407853000035,-87.81660593099997,11
34.171263977000024,-118.13177147999994,43
29.989549906000036,-95.43015961299994,62
38.378548487000046,-121.94560555899994,26
42.277588741000045,-71.76068913399996,1
42.34093766800004,-71.08629107999997,1
42.57388800200005,-83.14719720599999,56
31.05313689700006,-97.77488268199994,138
33.643163,-117.837785,43
43.60440316900008,-116.20578893399994,9
37.645102,-84.779175,87
38.90281900100007,-77.03905241999996,1
27.412426,-80.324698,4
37.57399482200003,-84.28921094399999,87
39.77294751100004,-86.17221718699994,92
39.73943073300006,-104.96003015499996,21
42.34412918600003,-83.05526578399997,56
47.32050525300008,-122.304472343,8
38.84754219000007,-104.72212352199996,107
25.86178,-80.32184554299994,4
18.467868,-66.724485,50
33.68004251000008,-117.87338174999996,43
44.78645814000003,-68.78542274399996,127
41.43674031700005,-96.48800761299998,-1
42.986290852000025,-71.50797580399995,1
40.05302355300006,-84.21980923599995,10
26.00759508400006,-80.20920626499998,4
32.917769907000036,-80.11198777599998,15
36.04317492700005,-115.02400951399994,125
38.99921616600005,-77.00098211899996,1
41.67192132000008,-70.92518720099997,1
42.90256638100004,-78.8908092,32
37.10387487100007,-113.56589395199995,76
47.614365054000075,-122.319174262,8
39.6956,-104.831481,21
42.727629,-92.480933,85
34.06859488200007,-117.57174441599994,43
32.836019,-96.941773,12
34.162949309000055,-119.043559895,43
38.917192,-77.237563,1
34.139293208000026,-118.15011305999997,43
36.678393365000034,-97.29689258199994,149
45.57196701000004,-122.72597226,0
29.397323091000032,-95.24088576399998,62
39.666467158000046,-86.10061415899997,92
40.03071520700007,-82.44162157099998,119
35.35025098500006,-119.10459794599996,150
34.04619392700005,-117.84555797399996,43
38.56229190500005,-89.19172342899998,-1
37.710939402000065,-89.23006279299995,151
33.92893478700006,-117.425677776,43
30.20616836100004,-92.04209224099998,29
30.217331,-93.16252,152
33.67017060500007,-117.911400631,43
44.531101540000066,-87.92049918399994,153
36.169120176000035,-86.80567149099994,96
43.04452708300005,-88.02267420799996,11
40.636888783000074,-73.97975748299996,1
46.13601772800007,-122.934591873,-1
18.242625,-66.025301,50
30.467468,-90.086695,154
30.365681675000076,-97.729195566,155
42.09319587300007,-78.40539460099995,156
36.209828,-94.778431,230
41.480947996000054,-71.31472419599999,1
39.84099642500007,-89.59533059299997,157
38.22379,-85.56345,61
41.48302933400004,-90.57034851299994,144
37.996364,-84.526129,87
40.07775304700005,-93.618207161,-1
29.93969616700008,-90.12040931299998,71
38.508385099000066,-122.75776997499996,26
21.969508519000044,-159.39596578899997,-1
40.80489860400007,-73.94030602699996,1
40.83343389500004,-73.94580008999998,1
38.95738761000007,-92.32635384799994,68
21.289950215000033,-157.80785139299996,90
33.68554158400008,-117.84798747399998,43
40.61105866200006,-73.98060405799998,1
34.110518,-117.285521,43
40.109281,-74.184418,1
40.112501,-74.232083,1
33.435351,-94.079302,158
33.86981138500005,-117.98051662899996,43
40.243757,-74.753422,1
40.91300458200004,-73.89803462699996,1
42.98334807100008,-85.10521760799998,159
39.56134713000006,-76.28180068299997,1
25.765021540000077,-80.19375483799996,4
40.81031144200006,-73.96039902799998,1
34.329950997000026,-83.77744469599998,6
37.734796,-84.309012,87
44.97788626500005,-93.235352117,160
45.13832012200004,-95.07305356399996,-1
29.880903,-93.925514,161
39.95529378900005,-82.85539964499998,119
39.74094751500007,-105.00228603299996,21
41.489334,-71.528708,1
36.324827190000065,-77.02366191299996,286
37.716305540000064,-97.29737545399996,67
40.815832,-96.601968,162
44.140300198000034,-103.07934514399994,163
37.334896,-121.891226,26
32.50155558100005,-84.94079637799996,164
34.414463,-118.550015,43
42.16483024500008,-84.40394203999995,165
37.32250025700006,-120.48105202699998,166
33.45709597800004,-94.13258283099998,158
42.41215867900007,-123.393259845,-1
33.88794065700006,-84.30319042699995,6
29.69037126700005,-95.53297832299997,62
41.07334074200003,-111.97438451699998,46
34.10410726200007,-117.706675449,43
34.101995411000075,-117.70641428199995,43
41.660695178000026,-91.53569799699994,167
38.660561605000055,-121.73424192,26
47.657793,-117.416516,168
41.281911302000026,-75.88297468299999,1
36.11343,-86.692249,96
33.389542075000065,-111.87208717399994,51
32.35093864300006,-86.28531306999997,20
37.34334244500008,-85.34894311499994,-1
38.712488,-85.461086,-1
39.55119092600006,-119.81225930199996,2
18.357395,-66.111714,50
32.81902257200005,-116.981780975,3
41.615675692000025,-87.52950720499996,11
42.194933,-83.250307,56
42.096702,-76.816589,131
35.279017821000025,-93.13536260799998,169
40.7401481000001,-73.99338834499997,1
40.77034615400004,-73.98840264899997,1
41.333847820000074,-74.16123269299999,1
42.84658534500005,-78.81229574199995,32
33.78817954700003,-117.874031474,43
39.314415765000035,-84.46864273099999,10
42.50390805700005,-90.67902273299995,58
38.37258167700003,-97.64273131399996,170
39.439062817000035,-75.05698291399995,1
40.79496988000005,-74.19970565099999,1
44.69308772100004,-73.46665695899998,171
26.20112709600005,-97.68399904599994,53
40.57323571100005,-74.11451672699997,1
47.22317153300003,-122.47238986399998,8
42.26331053300004,-83.664928,56
42.26917954100003,-71.81189459299998,1
44.04520302700007,-91.69660441099995,123
42.98304764800008,-74.29414602399999,-1
41.086320304000026,-73.9309727,1
36.971468360000074,-82.55872830899995,120
47.76208235300004,-122.34441169399996,8
29.954189624000037,-89.95887956299998,71
41.265354021000064,-95.947799945,172
42.69727565300008,-73.68214052699994,81
35.63693378700003,-88.84767489899997,173
21.29511205500006,-157.84767751799998,90
35.59235425700007,-82.53483225999997,16
40.46494926200006,-90.68474383999995,-1
36.94740975600007,-86.42215219299999,147
32.900499,-80.027428,15
33.9145,-117.485881,43
40.880871,-123.988878,174
37.80222173200008,-122.271340168,26
34.12622390400003,-118.21078281399996,43
30.849235607000026,-83.28992520099996,-1
38.6497342000001,-121.346012,26
34.283252,-118.442515,43
41.87840959800008,-87.63439412999998,11
36.14442982400004,-86.80487464499998,96
33.555392604000076,-117.73392069199996,43
32.909894364000024,-117.24302560999996,3
41.594559281000045,-93.62623841399994,44
41.463175869000054,-87.04585310599998,11
35.735463,-77.913805,175
36.27774588700004,-76.21110996299996,176
39.310658,-80.358395,24
32.509451,-84.970785,164
37.28541235600005,-89.55643285699995,177
42.97603520400003,-78.69581516399995,32
40.696406059000026,-74.26844705899998,1
38.290325573000075,-85.73038574299994,61
37.645435778000035,-120.997383185,178
40.138543232000075,-87.64446308599997,179
37.69360098000004,-85.87800818599999,-1
42.42579561900004,-71.11094617499998,1
42.986208,-83.751737,56
38.95122053600005,-92.32281125799994,68
42.11616987900004,-72.52134015499996,1
32.939665,-97.121441,12
37.30697496800008,-120.49587443399996,166
41.57521085600007,-90.53882772799994,144
40.147829828000056,-89.34385255999996,-1
40.809231141000055,-73.80108203899994,1
40.70889901800007,-74.00662873599998,1
44.956987706000064,-93.27469385099994,160
34.04128585500007,-118.308737308,43
38.844517868000025,-77.26975158399995,1
30.41974590600006,-97.75181083299998,155
32.83412560100004,-97.19613596899995,12
34.1397,-118.131854,43
30.221953,-97.756266,155
34.048458,-118.235894,43
27.898246295000035,-82.82444682099998,64
37.11440408400006,-76.50442395499994,52
32.22745771900003,-111.01680278799996,78
40.08934939900007,-83.12536071599999,119
46.24595949400003,-114.16848631699996,-1
39.68307946300007,-75.58631271499996,1
38.64269744600006,-90.31571199699994,5
36.065604456000074,-79.81305599899997,42
17.993314,-66.606215,50
34.03813476000005,-84.58311748299997,6
30.42751250400005,-84.28844136099997,104
40.09574,-82.950621,119
38.52478136900004,-82.66687639799994,55
40.692206,-111.938085,46
42.68304916500006,-83.37519213099995,56
36.132649411000045,-86.85633507199998,96
43.192938,-71.527248,1
35.348575150000045,-83.20712884499994,180
36.73790032300008,-79.87113604799998,-1
29.324293934000025,-96.08519926999998,-1
33.95660680300006,-118.416614703,43
42.643680103000065,-71.30809677199994,1
33.46423707900004,-112.27307582199995,51
37.968846875000054,-122.02679790999996,26
41.70869427800005,-83.70664903999995,56
44.07543935100006,-103.20575290299996,163
32.80393399700006,-96.625621218,12
38.46920147900005,-82.65066446199995,55
41.518805136000026,-81.65737361499998,24
42.94380231300005,-76.54319067299997,77
39.36260108400006,-83.00269957799998,119
43.6959952,-98.03056606099994,-1
40.759010035000074,-73.82840943499997,1
40.709525179000025,-73.61529330399998,1
32.77981695300008,-96.80536101899996,12
29.737303292000036,-95.37652381799997,62
36.12153881700005,-115.32257821499996,125
32.65849173700008,-96.80362266499998,12
29.723354663000062,-95.54024164599996,62
30.549174848000064,-87.21844860699997,140
35.99816501300006,-79.91914087699996,42
39.63100874700007,-77.667379,1
36.32438966900003,-82.35456621799995,181
41.833357,-88.007481,11
33.90127147100003,-84.12187445799998,6
36.10539345700005,-78.29970922799998,42
39.198370897000075,-75.56011991899999,182
27.71472738500006,-82.68733673399998,64
32.25835902100005,-90.41605830799996,183
45.603777,-107.455418,-1
42.77247667600005,-84.48550708899995,137
47.673645,-117.40766,168
34.062284,-118.306153,43
